student_id,gender,age,study_hours_per_day,attendance_percentage,previous_exam_score,sleep_hours,screen_time_hours,extracurricular_activities,parental_education,internet_access,study_group,tutoring,final_exam_score
STU1278,Male,18,4.7,82.3,75.0,6.9,0.8,No,High School,Yes,No,No,81.0
STU1279,Male,17,3.7,76.3,71.9,7.6,5.0,No,Bachelors,Yes,Yes,No,76.4
STU1280,Female,15,4.7,81.6,39.1,5.6,3.4,Yes,High School,Yes,No,No,64.7
STU1281,Male,16,6.0,78.2,54.8,6.8,1.9,No,Bachelors,Yes,No,No,78.3
STU1282,Male,17,8.0,88.5,82.9,3.8,4.4,No,PhD,Yes,Yes,Yes,100.0
STU1283,Female,15,1.8,91.5,50.3,8.0,1.2,Yes,PhD,Yes,No,No,76.8
STU1284,Male,15,9.2,70.6,58.0,4.6,4.1,Yes,Bachelors,No,Yes,No,90.3
STU1285,Female,17,0.2,64.0,71.9,8.9,1.4,No,,No,No,No,67.9
STU1286,Male,16,4.2,58.0,76.8,6.3,4.8,No,PhD,Yes,Yes,No,87.4
STU1287,Male,15,5.8,86.1,61.2,6.5,2.3,No,Bachelors,No,Yes,No,85.6
STU1288,Female,17,5.1,66.8,56.0,5.9,3.2,No,High School,Yes,No,Yes,73.7
STU1289,Male,16,3.1,54.2,86.3,6.4,4.5,Yes,Bachelors,Yes,Yes,Yes,84.7
STU1290,Female,18,4.0,84.7,91.1,8.8,2.6,No,High School,Yes,Yes,No,90.3
STU1291,Male,15,3.4,100.0,79.7,3.3,3.9,No,Bachelors,No,No,No,85.8
STU1292,Male,15,3.2,79.9,66.3,8.6,1.3,No,Bachelors,Yes,No,No,80.1
STU1293,Male,17,6.4,90.1,52.9,7.3,5.1,No,Bachelors,Yes,No,No,76.4
STU1294,Male,17,5.3,81.0,52.5,5.1,7.2,No,Bachelors,Yes,No,No,74.7
STU1295,Male,16,3.0,78.8,72.8,5.3,9.0,Yes,High School,Yes,No,No,62.0
STU1296,Female,18,6.5,91.0,71.3,9.1,4.2,No,Bachelors,Yes,No,No,90.7
STU1297,Male,18,5.2,76.5,86.0,5.5,5.4,Yes,Masters,No,Yes,No,97.1
STU1298,Male,17,6.3,83.2,74.8,5.2,0.8,Yes,Bachelors,Yes,Yes,Yes,100.0
STU1299,Male,17,5.9,,42.5,8.4,6.7,Yes,High School,Yes,No,No,69.4
STU1300,Female,16,2.7,72.0,80.8,7.3,5.4,Yes,PhD,Yes,No,No,84.9
STU1301,Female,17,3.3,91.9,50.0,5.5,3.1,No,Masters,Yes,No,No,72.2
STU1302,Female,16,6.1,77.9,59.2,7.1,6.2,No,High School,Yes,No,Yes,69.9
STU1303,Female,16,5.8,70.9,68.8,5.4,3.5,No,High School,Yes,No,No,77.0
STU1304,Male,18,4.5,86.4,94.9,8.3,3.2,No,Masters,Yes,Yes,No,100.0
STU1305,Male,16,4.8,69.2,100.0,8.3,4.9,Yes,Masters,Yes,Yes,No,97.2
STU1306,Female,18,7.3,80.3,74.1,7.5,2.1,No,PhD,Yes,No,No,96.9
STU1307,Female,18,3.2,79.9,62.3,7.3,5.8,Yes,Masters,Yes,No,No,71.4
STU1308,Male,18,5.7,93.0,73.0,9.3,2.1,Yes,Bachelors,Yes,No,No,96.6
STU1309,Male,17,4.1,,78.3,6.8,2.1,No,Bachelors,Yes,Yes,No,86.3
STU1310,Female,18,4.0,79.7,60.2,5.1,2.4,Yes,High School,No,No,No,75.2
STU1311,Female,16,6.9,,91.9,7.4,5.4,Yes,High School,Yes,No,No,100.0
STU1312,Male,17,6.3,96.7,68.5,9.7,2.9,No,Bachelors,Yes,Yes,No,100.0
STU1313,Female,16,6.3,86.7,72.5,5.4,1.6,No,Bachelors,Yes,No,No,85.0
STU1314,Male,17,7.4,80.1,75.0,6.3,2.9,Yes,Bachelors,Yes,No,Yes,97.5
STU1315,Male,16,4.5,64.3,71.3,7.4,3.9,No,Masters,No,No,Yes,80.5
STU1316,Male,15,6.0,67.2,77.6,6.7,1.9,No,High School,Yes,No,No,89.7
STU1317,Male,15,3.8,76.3,55.7,,1.9,No,Bachelors,Yes,Yes,No,67.8
STU1318,Male,15,5.2,72.7,56.6,8.4,7.8,Yes,High School,Yes,No,No,76.2
STU1319,Female,16,4.2,77.8,48.5,10.0,2.5,No,Bachelors,Yes,Yes,No,81.6
STU1320,Male,17,4.7,80.7,71.6,7.1,3.4,No,Masters,Yes,No,No,79.6
STU1321,Female,18,5.8,86.4,76.7,5.5,3.3,No,Bachelors,Yes,No,No,87.0
STU1322,Male,18,2.7,79.2,71.9,4.6,3.2,No,PhD,Yes,No,No,75.2
STU1323,Male,16,9.1,85.8,90.1,7.2,5.1,Yes,High School,Yes,No,No,100.0
STU1324,Female,16,2.3,80.8,64.9,8.3,5.7,Yes,Bachelors,Yes,No,No,70.4
STU1325,Female,16,1.8,56.3,75.0,7.5,3.4,No,High School,No,No,No,76.5
STU1326,Female,16,7.0,68.7,48.6,6.8,1.8,Yes,Bachelors,Yes,No,No,71.0
STU1327,Female,18,6.2,78.3,59.2,6.0,6.3,No,Masters,Yes,No,No,71.8
STU1328,Male,17,5.9,65.5,75.4,5.3,3.8,Yes,Bachelors,Yes,No,No,80.7
STU1329,Male,18,5.9,87.2,77.7,8.0,7.1,No,Masters,Yes,No,No,85.5
STU1330,Female,16,4.5,98.4,60.6,8.1,0.0,No,High School,Yes,No,No,84.1
STU1331,Female,15,2.5,94.6,63.9,4.6,4.4,Yes,Masters,Yes,No,Yes,76.1
STU1332,Female,18,4.7,77.4,42.2,9.0,7.5,Yes,High School,Yes,No,No,58.7
STU1333,Female,15,3.0,97.9,59.6,7.6,3.4,No,Masters,Yes,Yes,No,87.5
STU1334,Female,15,6.6,81.8,78.4,8.8,3.6,No,High School,Yes,Yes,No,100.0
STU1335,Male,16,4.2,76.0,73.6,4.9,4.5,Yes,High School,No,Yes,Yes,87.5
STU1336,Female,18,2.7,72.6,72.5,4.9,3.0,Yes,,Yes,No,Yes,83.0
STU1337,Female,17,3.8,76.4,65.7,6.6,3.4,No,PhD,Yes,No,Yes,84.1
STU1338,Female,18,5.4,75.3,65.1,7.5,3.4,No,High School,Yes,No,No,76.5
STU1339,Male,17,3.3,82.0,55.1,9.3,2.9,Yes,Bachelors,Yes,No,Yes,74.0
STU1340,Male,17,2.7,81.9,75.5,7.8,6.2,No,Masters,Yes,No,No,81.1
STU1341,Male,16,5.0,80.0,71.3,6.5,4.8,Yes,Bachelors,No,No,Yes,78.8
STU1342,Male,17,5.0,85.2,72.4,5.4,4.5,Yes,,Yes,Yes,Yes,82.8
STU1343,Female,18,3.4,94.3,57.1,8.5,5.5,Yes,Bachelors,Yes,Yes,Yes,88.8
STU1344,Male,18,3.5,91.4,32.7,5.4,3.5,Yes,Bachelors,Yes,No,Yes,77.0
STU1345,Male,15,5.0,62.2,81.5,9.1,2.6,Yes,Masters,Yes,No,No,94.3
STU1346,Male,17,1.3,49.4,57.8,6.4,2.9,No,Masters,Yes,No,No,65.2
STU1347,Female,16,1.4,91.2,52.1,9.0,4.0,Yes,Bachelors,Yes,Yes,No,69.1
STU1348,Female,16,2.9,63.6,75.4,7.8,2.1,Yes,PhD,Yes,No,Yes,79.5
STU1349,Male,18,4.0,77.3,59.1,6.6,3.1,Yes,Bachelors,Yes,Yes,No,80.8
STU1350,Male,17,5.2,66.0,80.9,6.1,3.1,No,High School,Yes,Yes,No,88.7
STU1351,Male,16,7.7,58.4,74.3,6.3,7.8,Yes,High School,Yes,Yes,No,83.8
STU1352,Male,17,6.4,86.5,75.3,,0.0,Yes,,Yes,Yes,Yes,100.0
STU1353,Male,17,4.1,89.1,44.5,6.9,3.7,No,High School,Yes,No,No,72.7
STU1354,Female,15,4.5,73.1,83.2,6.0,7.1,No,PhD,Yes,Yes,No,80.5
STU1355,Male,16,2.3,48.9,68.9,6.6,4.2,Yes,Masters,Yes,No,No,63.5
STU1356,Male,15,4.5,73.4,59.5,6.9,5.4,No,High School,Yes,No,No,63.7
STU1357,Female,16,3.9,84.7,67.2,3.8,4.2,No,Bachelors,Yes,Yes,Yes,81.3
STU1358,Male,17,5.2,62.3,38.4,7.4,2.8,No,Masters,Yes,Yes,No,59.8
STU1359,Female,16,2.7,,71.1,5.4,0.0,Yes,PhD,Yes,No,Yes,85.7
STU1360,Male,18,5.6,79.8,49.6,5.2,4.4,No,Masters,Yes,Yes,No,69.8
STU1361,Female,17,7.9,87.0,44.7,4.4,2.6,Yes,Bachelors,Yes,No,Yes,83.1
STU1362,Female,16,4.3,81.4,42.2,4.3,2.6,No,Masters,Yes,No,No,57.4
STU1363,Female,15,5.4,68.3,81.7,4.9,3.1,No,Bachelors,No,Yes,Yes,90.0
STU1364,Male,15,6.0,94.4,55.6,5.8,7.1,Yes,Bachelors,Yes,No,No,86.0
STU1365,Male,17,3.6,78.1,88.0,9.5,8.3,No,High School,Yes,Yes,No,85.4
STU1366,Male,15,5.0,79.7,57.0,6.1,4.4,Yes,High School,Yes,No,No,83.4
STU1367,Female,17,4.5,68.8,39.4,7.0,3.2,No,Bachelors,Yes,No,No,70.2
STU1368,Female,17,4.7,74.7,48.3,7.4,1.9,No,High School,Yes,Yes,No,75.9
STU1369,Male,17,2.8,69.4,83.5,7.0,4.8,Yes,High School,Yes,Yes,No,81.4
STU1370,Male,16,4.6,77.9,62.7,6.7,7.2,Yes,Masters,Yes,No,Yes,80.3
STU1371,Male,17,5.6,100.0,56.8,5.1,3.6,No,High School,Yes,No,No,84.1
STU1372,Male,15,7.7,63.5,67.4,8.8,0.0,Yes,Bachelors,Yes,Yes,Yes,97.3
STU1373,Male,18,6.6,60.6,72.5,9.3,5.2,Yes,Bachelors,Yes,No,No,75.3
STU1374,Male,16,9.2,97.7,81.8,4.4,5.8,Yes,PhD,Yes,No,Yes,100.0
STU1375,Female,15,2.8,77.5,86.7,5.4,1.1,No,Bachelors,Yes,No,No,79.6
STU1376,Female,17,6.4,72.0,59.6,6.4,4.3,No,High School,Yes,Yes,No,72.0
STU1377,Female,17,4.9,92.5,45.1,5.4,4.8,Yes,Bachelors,Yes,No,No,71.4
STU1378,Male,18,9.3,72.7,58.8,7.5,3.9,Yes,Masters,Yes,No,No,91.7
STU1379,Female,15,2.7,100.0,68.9,5.8,2.6,Yes,PhD,Yes,Yes,Yes,83.7
STU1380,Female,16,2.7,88.1,50.5,9.8,5.8,Yes,Bachelors,Yes,No,No,70.8
STU1381,Male,15,3.2,74.1,50.6,8.5,3.3,Yes,High School,Yes,No,No,73.4
STU1382,Female,17,0.0,100.0,70.2,7.1,1.3,No,Masters,No,No,No,69.6
STU1383,Male,16,3.3,72.7,64.3,8.2,0.3,Yes,High School,No,Yes,No,85.7
STU1384,Male,17,2.8,88.9,65.5,8.3,6.3,Yes,Bachelors,Yes,No,No,67.0
STU1385,Male,17,4.8,83.6,53.6,6.0,5.1,Yes,Bachelors,Yes,No,Yes,90.2
STU1386,Male,15,5.3,95.6,61.5,5.7,4.2,No,High School,Yes,No,No,77.4
STU1387,Female,18,8.6,98.7,51.1,6.9,3.2,No,High School,Yes,No,Yes,92.7
STU1388,Male,17,6.6,80.4,78.4,8.0,3.0,No,High School,Yes,No,Yes,85.6
STU1389,Male,15,3.2,71.0,80.5,7.0,2.1,Yes,Bachelors,Yes,No,Yes,88.5
STU1390,Male,16,2.5,85.5,37.3,4.6,3.2,Yes,PhD,No,Yes,No,63.4
STU1391,Female,18,5.6,71.9,51.1,5.7,0.2,Yes,High School,Yes,No,Yes,79.1
STU1392,Male,17,1.6,100.0,42.6,6.7,2.7,Yes,Masters,Yes,No,No,64.5
STU1393,Female,17,8.5,81.6,55.2,6.7,3.4,No,High School,Yes,Yes,No,80.3
STU1394,Female,16,7.1,75.6,63.7,9.6,5.1,No,Bachelors,No,No,No,90.7
STU1395,Male,15,3.5,82.2,43.3,4.9,3.9,No,High School,Yes,No,No,60.2
STU1396,Male,17,0.7,63.8,51.2,7.5,5.4,No,PhD,Yes,Yes,No,67.6
STU1397,Female,16,7.5,68.3,49.9,8.9,6.4,Yes,Masters,Yes,Yes,No,77.2
STU1398,Male,17,4.2,94.4,68.1,10.0,5.9,No,Bachelors,Yes,Yes,Yes,86.9
STU1399,Male,15,7.2,72.1,66.0,6.2,4.8,Yes,Masters,Yes,Yes,No,93.4
STU1400,Female,18,1.0,67.4,54.2,7.5,4.0,Yes,Bachelors,No,No,No,48.9
STU1401,Male,15,3.2,86.4,67.7,7.6,2.2,No,PhD,Yes,Yes,No,78.5
STU1402,Male,15,4.5,94.2,56.8,7.1,5.3,Yes,Masters,Yes,No,No,86.7
STU1403,Male,15,4.6,88.6,60.9,6.7,7.0,Yes,PhD,Yes,No,No,73.2
STU1404,Male,16,3.5,92.0,90.1,7.4,4.6,Yes,,Yes,Yes,No,84.7
STU1405,Female,17,5.9,70.9,85.1,3.3,7.5,No,High School,Yes,No,Yes,96.0
STU1406,Female,18,2.2,62.9,45.5,7.8,1.3,No,Bachelors,No,No,No,49.8
STU1407,Female,16,4.2,98.0,77.4,7.0,1.9,Yes,High School,Yes,No,No,93.4
STU1408,Female,15,4.8,76.1,77.2,6.5,5.5,No,Bachelors,Yes,Yes,Yes,88.4
STU1409,Male,18,5.6,77.0,47.8,9.7,4.5,Yes,Bachelors,Yes,Yes,Yes,64.5
STU1410,Male,15,6.1,95.9,77.3,5.9,6.4,Yes,Bachelors,Yes,No,Yes,94.6
STU1411,Male,15,2.0,86.7,88.1,6.2,4.0,No,High School,Yes,No,No,85.2
STU1412,Male,15,1.1,85.5,48.2,9.6,2.4,No,,Yes,No,Yes,69.4
STU1413,Female,18,7.3,100.0,51.2,5.6,3.6,No,Bachelors,Yes,No,No,89.5
STU1414,Female,17,5.2,72.3,80.3,6.0,1.2,Yes,PhD,Yes,Yes,No,94.1
STU1415,Male,15,2.9,91.1,69.1,6.6,2.0,No,Bachelors,No,No,No,83.2
STU1416,Male,17,7.9,80.7,73.3,8.0,5.8,No,Bachelors,Yes,Yes,No,89.8
STU1417,Male,18,4.8,83.2,70.1,7.1,5.6,No,Masters,Yes,Yes,No,75.9
STU1418,Male,18,7.1,98.3,70.9,,4.7,Yes,Bachelors,Yes,No,No,85.9
STU1419,Male,15,4.6,86.1,45.1,6.1,0.9,No,High School,Yes,Yes,Yes,67.4
STU1420,Female,17,9.0,86.5,80.7,5.9,3.4,No,Bachelors,Yes,No,No,100.0
STU1421,Female,17,8.4,92.9,82.5,6.7,1.8,Yes,High School,Yes,No,No,97.4
STU1422,Female,15,4.0,75.6,61.6,7.4,6.1,No,PhD,No,Yes,No,76.2
STU1423,Male,16,6.6,69.9,64.3,7.4,2.9,Yes,High School,Yes,No,No,82.2
STU1424,Male,16,5.9,67.5,42.0,4.3,2.0,No,Bachelors,Yes,No,Yes,69.6
STU1425,Male,18,7.5,56.4,72.7,8.3,4.1,No,High School,No,No,No,91.0
STU1426,Female,18,2.4,100.0,73.6,7.2,2.8,No,High School,Yes,Yes,Yes,85.1
STU1427,Female,16,6.0,66.8,64.1,8.7,6.7,No,Masters,Yes,No,No,82.7
STU1428,Female,16,6.8,77.3,81.9,7.4,2.7,No,High School,Yes,No,No,94.6
STU1429,Male,16,0.6,76.7,60.0,8.3,1.5,Yes,High School,No,No,No,64.6
STU1430,Female,15,1.9,83.7,73.5,7.5,0.1,Yes,Bachelors,Yes,Yes,Yes,100.0
STU1431,Male,15,0.0,89.8,49.7,8.7,3.9,No,High School,Yes,No,No,50.3
STU1432,Female,15,3.9,90.3,64.6,7.5,3.0,Yes,High School,Yes,Yes,No,90.5
STU1433,Male,15,6.1,73.0,62.4,6.7,1.4,Yes,Masters,No,No,Yes,92.8
STU1434,Male,15,7.8,78.0,68.4,10.0,6.1,No,Masters,Yes,Yes,No,90.9
STU1435,Female,15,4.7,83.4,59.5,8.0,5.2,Yes,Masters,Yes,No,No,90.1
STU1436,Male,18,8.1,77.0,63.0,,3.9,Yes,Masters,Yes,No,No,81.1
STU1437,Male,17,1.5,99.3,77.4,5.0,6.5,No,Bachelors,No,Yes,No,72.2
STU1438,Male,18,0.8,85.9,58.4,5.0,5.2,Yes,High School,No,Yes,No,53.6
STU1439,Male,17,4.4,88.8,40.9,7.2,2.5,No,Masters,No,No,No,71.7
STU1440,Male,18,5.3,88.0,91.2,7.0,2.1,No,Masters,Yes,No,No,95.1
STU1441,Male,18,4.4,94.1,85.7,5.9,5.5,No,Masters,Yes,No,No,94.7
STU1442,Male,15,0.0,82.2,45.6,7.0,4.7,Yes,Bachelors,Yes,No,No,54.4
STU1443,Male,15,4.3,64.4,75.3,9.0,4.3,No,High School,No,Yes,Yes,79.7
STU1444,Female,17,1.6,84.8,57.5,7.8,2.5,No,Masters,Yes,No,Yes,77.6
STU1445,Male,17,6.0,72.2,69.0,5.2,5.1,No,Masters,Yes,No,Yes,83.8
STU1446,Male,15,5.3,73.7,69.4,6.6,2.6,Yes,PhD,Yes,No,No,82.0
STU1447,Female,18,2.4,87.0,61.5,5.7,3.8,No,High School,Yes,No,No,85.8
STU1448,Female,17,3.4,94.9,53.2,6.3,6.6,No,High School,Yes,No,No,63.8
STU1449,Female,16,2.2,80.3,54.6,6.2,2.8,No,High School,Yes,No,Yes,55.2
STU1450,Male,16,4.4,83.7,51.3,6.1,1.2,No,Masters,Yes,Yes,No,72.5
STU1451,Female,16,6.6,100.0,52.5,5.0,2.1,No,High School,Yes,No,No,74.5
STU1452,Female,17,2.3,82.9,64.0,6.6,5.8,No,High School,Yes,No,No,72.2
STU1453,Female,15,5.6,100.0,54.3,6.0,4.5,Yes,PhD,Yes,Yes,No,88.8
STU1454,Female,15,3.3,86.8,75.2,3.0,3.8,No,High School,Yes,No,No,78.6
STU1455,Female,15,2.8,58.9,87.3,9.7,3.1,Yes,Masters,Yes,No,Yes,89.2
STU1456,Female,17,4.3,89.0,56.3,8.3,4.9,Yes,Bachelors,Yes,No,Yes,80.1
STU1457,Female,17,2.2,84.6,68.6,6.3,2.5,Yes,Masters,Yes,No,Yes,81.3
STU1458,Male,16,3.3,95.5,72.5,6.8,4.6,No,Bachelors,Yes,No,No,81.7
STU1459,Female,17,1.9,88.1,72.1,5.2,2.7,Yes,Masters,Yes,Yes,No,86.5
STU1460,Female,16,8.8,78.3,66.1,9.2,2.4,No,PhD,Yes,No,No,100.0
STU1461,Male,16,4.6,65.3,76.1,9.5,2.9,No,High School,Yes,No,No,86.1
STU1462,Female,15,3.0,77.5,72.2,7.0,3.3,Yes,High School,No,No,No,79.1
STU1463,Male,17,5.0,69.8,46.4,8.2,3.9,Yes,High School,Yes,No,Yes,77.8
STU1464,Male,15,4.3,73.0,78.0,7.0,4.4,Yes,Bachelors,Yes,Yes,Yes,91.7
STU1465,Female,15,4.0,87.1,78.3,,0.0,No,Masters,Yes,No,No,93.0
STU1466,Male,17,5.9,100.0,53.6,6.2,2.5,No,Bachelors,Yes,No,No,90.3
STU1467,Male,17,6.2,84.7,65.6,7.0,3.3,No,Bachelors,Yes,No,No,82.2
STU1468,Male,18,3.3,65.6,75.2,6.2,6.7,Yes,High School,Yes,No,No,66.9
STU1469,Male,16,3.2,85.3,61.9,6.5,2.1,No,Masters,Yes,No,Yes,74.8
STU1470,Male,18,3.9,94.4,81.1,6.7,4.3,No,PhD,Yes,No,No,93.4
STU1471,Male,16,0.0,72.7,100.0,6.7,6.7,No,High School,No,No,No,62.9
STU1472,Male,16,1.2,78.4,53.2,6.9,1.6,No,Bachelors,Yes,No,Yes,71.0
STU1473,Female,16,7.5,80.2,44.3,5.3,4.7,Yes,High School,Yes,No,No,73.1
STU1474,Female,15,8.1,70.6,69.6,5.8,2.6,Yes,Bachelors,Yes,No,No,98.8
STU1475,Male,15,4.0,87.8,75.8,5.0,3.1,Yes,Bachelors,Yes,No,Yes,85.9
STU1476,Female,17,5.8,78.5,61.5,8.2,2.6,Yes,High School,No,No,No,80.2
STU1477,Male,16,5.2,85.0,86.8,3.9,2.7,Yes,Bachelors,Yes,Yes,No,100.0
STU1478,Male,16,11.3,69.4,44.9,8.4,8.9,Yes,High School,No,No,No,87.1
STU1479,Male,16,7.0,74.8,75.4,8.7,5.5,Yes,Bachelors,Yes,Yes,No,89.8
STU1480,Female,15,4.2,88.7,55.9,6.4,6.0,No,Bachelors,Yes,No,No,72.7
STU1481,Female,17,2.4,75.5,90.8,3.2,4.9,No,High School,Yes,No,No,79.4
STU1482,Male,15,1.0,100.0,94.9,,1.1,No,Masters,Yes,No,Yes,100.0
STU1483,Male,18,4.9,75.2,53.5,6.7,4.7,No,Masters,Yes,No,No,71.0
STU1484,Male,18,2.8,82.7,56.8,5.4,5.9,Yes,Bachelors,Yes,Yes,No,76.3
STU1485,Female,18,1.4,91.2,77.9,6.1,2.5,No,High School,Yes,No,No,66.8
STU1486,Female,17,3.1,63.0,59.2,8.9,5.7,Yes,Masters,Yes,No,No,67.3
STU1487,Male,18,2.1,58.9,64.3,7.7,5.3,No,PhD,Yes,No,No,70.0
STU1488,Female,17,8.2,61.7,65.4,5.5,7.3,Yes,High School,Yes,Yes,Yes,87.5
STU1489,Male,15,6.4,95.2,36.2,4.6,3.2,No,,Yes,No,No,77.4
STU1490,Female,15,4.5,73.4,64.8,6.3,2.0,Yes,High School,Yes,No,No,85.7
STU1491,Female,17,7.8,100.0,54.7,6.5,3.3,Yes,,Yes,No,Yes,93.2
STU1492,Male,15,4.7,73.2,57.6,7.5,6.6,No,High School,Yes,No,No,76.2
STU1493,Female,15,2.6,82.2,86.7,6.1,0.7,Yes,Bachelors,No,No,Yes,88.1
STU1494,Female,17,7.9,98.5,46.2,7.5,0.3,No,Bachelors,No,No,No,92.7
STU1495,Male,18,5.7,100.0,77.2,9.5,4.2,No,Bachelors,Yes,No,No,100.0
STU1496,Male,17,2.2,100.0,60.8,7.9,3.2,No,Bachelors,No,No,Yes,85.9
STU1497,Female,16,4.1,94.5,60.8,6.7,4.0,No,Bachelors,Yes,Yes,No,80.7
STU1498,Male,15,2.6,92.3,76.9,6.5,5.7,No,Bachelors,Yes,No,No,77.7
STU1499,Male,17,1.5,87.1,70.1,6.3,3.0,Yes,High School,Yes,No,No,65.5
STU1500,Male,15,6.5,89.3,73.6,8.5,0.6,No,High School,Yes,Yes,Yes,100.0
STU1501,Female,18,8.7,73.4,79.5,5.9,7.7,No,,Yes,Yes,Yes,92.1
STU1502,Female,15,1.4,70.2,60.0,6.9,2.2,No,High School,Yes,No,No,59.0
STU1503,Female,17,5.7,80.0,55.8,6.9,2.1,Yes,Masters,Yes,Yes,No,77.6
STU1504,Female,18,3.1,78.0,48.7,6.1,6.0,No,PhD,Yes,No,No,61.8
STU1505,Male,18,3.4,74.6,52.6,4.9,3.3,No,High School,Yes,Yes,No,64.8
STU1506,Female,18,3.2,88.4,100.0,7.3,3.9,No,Bachelors,No,No,No,96.1
STU1507,Female,16,2.6,91.5,83.7,6.7,4.9,Yes,Bachelors,Yes,Yes,No,84.4
STU1508,Male,17,4.6,81.1,44.7,7.5,6.0,Yes,Masters,Yes,Yes,No,77.5
STU1509,Male,17,2.7,97.7,45.2,6.1,3.4,Yes,PhD,Yes,No,No,71.0
STU1510,Male,18,5.1,66.3,72.2,8.5,6.7,No,Masters,Yes,No,No,75.6
STU1511,Female,15,4.4,77.7,73.2,5.6,0.2,No,High School,Yes,Yes,No,86.4
STU1512,Female,18,4.0,71.4,73.2,9.2,5.4,No,Bachelors,Yes,No,No,91.3
STU1513,Female,16,2.5,57.6,61.2,4.4,2.5,Yes,Bachelors,Yes,No,No,66.9
STU1514,Female,18,3.2,,63.1,7.4,6.5,Yes,Bachelors,Yes,No,Yes,74.1
STU1515,Male,17,6.2,78.5,69.9,7.5,4.3,No,High School,Yes,No,No,75.1
STU1516,Female,18,5.6,98.2,66.3,5.7,2.8,No,High School,Yes,No,No,84.6
STU1517,Female,15,2.3,87.6,31.7,7.4,5.2,No,Masters,Yes,No,No,57.5
STU1518,Male,17,4.7,67.7,61.6,8.6,5.6,Yes,Bachelors,Yes,No,No,73.1
STU1519,Female,15,6.2,100.0,52.2,3.7,5.2,No,High School,No,Yes,Yes,68.7
STU1520,Male,18,0.8,94.7,67.6,7.5,2.1,Yes,,Yes,No,No,72.4
STU1521,Female,17,5.7,87.0,100.0,3.3,3.1,No,Masters,No,No,No,100.0
STU1522,Female,16,3.0,77.3,70.5,5.4,4.0,Yes,Masters,Yes,No,No,86.7
STU1523,Female,17,5.8,68.5,60.3,9.1,3.9,No,High School,No,No,No,69.9
STU1524,Female,15,2.8,75.5,78.8,6.0,5.3,Yes,High School,Yes,No,No,80.9
STU1525,Male,17,0.5,93.1,72.2,5.2,0.4,No,High School,Yes,No,No,67.5
STU1526,Female,16,0.9,100.0,71.3,6.5,4.6,No,PhD,No,No,No,85.0
STU1527,Male,16,4.6,98.5,74.1,9.7,3.5,No,Bachelors,Yes,No,Yes,98.0
STU1528,Female,16,5.1,74.1,95.8,4.2,2.5,Yes,Bachelors,Yes,No,No,100.0
STU1529,Female,16,2.5,66.6,48.0,5.3,2.7,Yes,Bachelors,Yes,No,No,50.6
STU1530,Female,15,5.9,81.7,72.1,8.9,3.6,Yes,Bachelors,Yes,No,No,95.8
STU1531,Male,17,0.8,58.8,51.1,9.4,0.0,No,Masters,No,Yes,No,62.4
STU1532,Female,18,4.4,83.9,73.3,6.7,2.7,Yes,Bachelors,Yes,No,Yes,96.2
STU1533,Female,16,1.8,78.2,51.2,5.1,2.4,No,High School,Yes,No,No,65.6
STU1534,Female,18,3.1,74.4,58.7,9.7,5.0,No,High School,Yes,No,Yes,73.3
STU1535,Male,18,4.6,60.9,60.6,9.0,2.6,No,Bachelors,Yes,Yes,No,72.9
STU1536,Male,17,2.6,86.2,79.6,7.8,3.6,Yes,PhD,Yes,No,Yes,98.0
STU1537,Male,18,3.7,73.6,78.8,5.7,6.8,No,High School,Yes,No,No,74.5
STU1538,Female,18,6.7,66.0,46.3,6.7,5.8,Yes,Masters,Yes,No,No,66.9
STU1539,Female,15,3.2,45.5,65.8,6.6,5.6,No,Masters,Yes,No,No,58.9
STU1540,Female,18,6.3,79.7,54.4,7.3,3.1,No,High School,No,No,Yes,70.9
STU1541,Male,17,2.0,100.0,46.1,8.8,5.0,Yes,High School,Yes,Yes,No,65.2
STU1542,Male,18,5.7,99.9,61.7,,3.6,Yes,High School,Yes,Yes,No,95.8
STU1543,Female,17,7.7,74.5,60.4,5.3,3.6,No,Masters,Yes,No,No,85.8
STU1544,Female,16,0.0,72.8,100.0,8.7,4.7,No,High School,Yes,No,No,77.7
STU1545,Female,18,2.7,85.6,71.5,7.2,2.9,Yes,Bachelors,Yes,Yes,No,87.9
STU1546,Female,18,5.8,68.0,44.3,7.8,6.7,No,Bachelors,No,Yes,No,59.6
STU1547,Male,18,4.1,83.6,56.5,8.9,3.7,Yes,Masters,Yes,Yes,No,81.8
STU1548,Female,16,5.3,89.2,80.3,5.2,5.1,Yes,High School,No,No,Yes,89.6
STU1549,Female,15,3.2,94.7,96.3,6.7,6.6,No,Bachelors,Yes,Yes,No,98.2
STU1550,Male,18,4.7,78.8,41.2,6.1,5.9,No,Bachelors,Yes,No,No,52.7
STU1551,Male,17,4.2,77.6,36.8,4.6,1.5,No,Bachelors,Yes,No,Yes,60.8
STU1552,Male,15,7.1,69.5,93.1,7.3,4.8,Yes,Masters,Yes,Yes,No,93.7
STU1553,Male,15,5.1,70.1,70.8,10.0,5.5,No,High School,Yes,No,No,78.7
STU1554,Female,15,5.2,77.3,52.0,4.2,5.6,Yes,Masters,No,Yes,No,78.1
STU1555,Male,18,3.6,84.4,73.0,6.8,2.0,Yes,Bachelors,Yes,No,No,82.6
STU1556,Male,16,3.4,91.0,25.5,7.7,2.8,No,Bachelors,No,Yes,Yes,59.1
